GISJOIN,STATE,TRACTA,INCOME,ERROR
G0800130013208,Colorado,13208,71441,9454
G0400130616300,Arizona,616300,76367,9454
G0600890010601,California,10601,78125,9454
G2100150070301,Kentucky,70301,30509,9455
G2900070950500,Missouri,950500,34664,9455
G1200860011003,Florida,11003,35938,9455
G4800370011700,Texas,11700,48098,9455
G2200510024700,Louisiana,24700,49034,9455
G3600690050602,New York,50602,55050,9455
G0600590099222,California,99222,60256,9455
G4500350010813,South Carolina,10813,60491,9455
G1700430846411,Illinois,846411,72471,9455
G3900950007102,Ohio,7102,72570,9455
G4804910020805,Texas,20805,76170,9455
G1700310671100,Illinois,671100,30577,9456
G0100290959700,Alabama,959700,38235,9456
G4700150960100,Tennessee,960100,42569,9456
G3701290011605,North Carolina,11605,49160,9456
G0600850503602,California,503602,52425,9456
G3600550013203,New York,13203,58882,9456
G5108100044402,Virginia,44402,66401,9456
G4200030449000,Pennsylvania,449000,70469,9456
G4700450964500,Tennessee,964500,54250,9457
G1201010030404,Florida,30404,59519,9457
G4804530002002,Texas,2002,68913,9457
G4900430964304,Utah,964304,101328,9457
G3600550012304,New York,12304,113083,9457
G4701870050702,Tennessee,50702,133529,9457
G5100590480502,Virginia,480502,173042,9457
G4802150024404,Texas,24404,43966,9458
G0600710009713,California,9713,44886,9458
G3800570961600,North Dakota,961600,81932,9458
G5100590421800,Virginia,421800,82657,9458
G2601630590600,Michigan,590600,83300,9458
G5000250968500,Vermont,968500,38596,9459
G3701090070500,North Carolina,70500,42500,9459
G0600710002036,California,2036,78049,9459
G1200810000703,Florida,703,36429,9460
G5300610051702,Washington,51702,65268,9460
G4802270950900,Texas,950900,79343,9460
G5101530901414,Virginia,901414,120648,9460
G5100890010200,Virginia,10200,39892,9461
G3400110010302,New Jersey,10302,48011,9461
G2400370875901,Maryland,875901,81500,9461
G2600810014806,Michigan,14806,90700,9461
G3400230006205,New Jersey,6205,109761,9461
G4200050951000,Pennsylvania,951000,32070,9462
G1700310060500,Illinois,60500,41818,9462
G3900350185102,Ohio,185102,42066,9462
G1300450910300,Georgia,910300,45372,9462
G4500130010500,South Carolina,10500,55769,9462
G4201010036100,Pennsylvania,36100,59907,9462
G0400130618000,Arizona,618000,82898,9462
G2600490000800,Michigan,800,19896,9463
G1801290040300,Indiana,40300,66250,9463
G4800290141402,Texas,141402,78594,9463
G2600810011001,Michigan,11001,86477,9463
G5100590432702,Virginia,432702,104331,9463
G0800050005624,Colorado,5624,116875,9463
G5101530900502,Virginia,900502,118333,9463
G3600050023100,New York,23100,18750,9464
G1300510002300,Georgia,2300,30000,9464
G1800890012300,Indiana,12300,32011,9464
G0600590087803,California,87803,45438,9464
G0900010022300,Connecticut,22300,73061,9464
G3900030013600,Ohio,13600,24453,9465
G0600370231710,California,231710,26176,9465
G4201250764000,Pennsylvania,764000,36713,9465
G2500270710800,Massachusetts,710800,37543,9465
G4200510261600,Pennsylvania,261600,39153,9465
G5100590450602,Virginia,450602,79556,9465
G1700310491000,Illinois,491000,28472,9466
G3900190720500,Ohio,720500,51519,9466
G5100410100933,Virginia,100933,57102,9466
G1700170960100,Illinois,960100,57794,9466
G4800410002002,Texas,2002,63584,9466
G3900490007132,Ohio,7132,71904,9466
G4200030460001,Pennsylvania,460001,72404,9466
G5501410011500,Wisconsin,11500,77250,9466
G1200090071338,Florida,71338,47806,9467
G4800270022105,Texas,22105,50962,9467
G2500250170601,Massachusetts,170601,64132,9467
G2901890217806,Missouri,217806,64464,9467
G3900930021100,Ohio,21100,66875,9467
G4200030475304,Pennsylvania,475304,86689,9467
G4900490000105,Utah,105,88729,9467
G3600050022702,New York,22702,31778,9468
G0400130111401,Arizona,111401,37100,9468
G0800310001800,Colorado,1800,47576,9469
G5400390010300,West Virginia,10300,48396,9469
G0400190004414,Arizona,4414,49375,9469
G2101110011907,Kentucky,11907,54493,9469
G4700470060701,Tennessee,60701,63125,9469
G4800250950201,Texas,950201,63301,9469
G1200710020202,Florida,20202,67727,9469
G3601090001600,New York,1600,69176,9469
G0100730003001,Alabama,3001,24920,9470
G1200990005951,Florida,5951,44011,9470
G2200870030400,Louisiana,30400,49516,9470
G0800830969600,Colorado,969600,50203,9470
G0600370571701,California,571701,50904,9470
G4201290801200,Pennsylvania,801200,68583,9470
G0600590110605,California,110605,86192,9470
G0600850509109,California,509109,157212,9470
G1201050010800,Florida,10800,35587,9471
G4000270201508,Oklahoma,201508,48625,9471
G1700990963500,Illinois,963500,63606,9471
G1200310014330,Florida,14330,110395,9471
G0500930010100,Arkansas,10100,24469,9472
G3900490007551,Ohio,7551,30719,9472
G0600590086901,California,86901,35750,9472
G0100450021300,Alabama,21300,44688,9472
G2900210000702,Missouri,702,45854,9472
G2101110007400,Kentucky,7400,56492,9472
G2901890221628,Missouri,221628,74091,9472
G0600370405500,California,405500,77316,9472
G5101530901508,Virginia,901508,121860,9472
G3900610003800,Ohio,3800,22788,9473
G3900490004700,Ohio,4700,27813,9473
G4801410002500,Texas,2500,35409,9473
G5300530063501,Washington,63501,43589,9473
G0600730018904,California,18904,44797,9473
G0800050006300,Colorado,6300,63667,9473
G0600370131300,California,131300,65761,9473
G5501050003200,Wisconsin,3200,72533,9473
G3400130015100,New Jersey,15100,75750,9473
G3100550004300,Nebraska,4300,39519,9474
G4900350113108,Utah,113108,92784,9474
G2800810950102,Mississippi,950102,37885,9475
G0800770001001,Colorado,1001,44832,9475
G1300890023101,Georgia,23101,49667,9475
G5400510021300,West Virginia,21300,67216,9475
G0600650040302,California,40302,82265,9475
G1500090031000,Hawaii,31000,82426,9475
G1800630210102,Indiana,210102,88650,9475
G3400030042100,New Jersey,42100,92875,9475
G4701570021136,Tennessee,21136,94254,9475
G0600650051400,California,51400,53512,9476
G0100730012002,Alabama,12002,59038,9476
G0500450030403,Arkansas,30403,42763,9477
G3700210001600,North Carolina,1600,59519,9477
G3400330020200,New Jersey,20200,58715,9478
G1700810050600,Illinois,50600,58819,9478
G1801770010300,Indiana,10300,61198,9478
G3600230971000,New York,971000,64705,9478
G4500790011414,South Carolina,11414,66757,9478
G3901030415800,Ohio,415800,77178,9478
G3400070606000,New Jersey,606000,78689,9478
G0600710009500,California,9500,34352,9479
G3701050030503,North Carolina,30503,44496,9479
G3700350010302,North Carolina,10302,57412,9479
G3701830052505,North Carolina,52505,60212,9479
G3900350177404,Ohio,177404,66397,9479
G5500790150100,Wisconsin,150100,68879,9479
G2100670002800,Kentucky,2800,70357,9479
G0600710012700,California,12700,75938,9479
G1701470954600,Illinois,954600,77214,9479
G2900470021804,Missouri,21804,95156,9479
G2800330070630,Mississippi,70630,101491,9479
G1200810000201,Florida,201,34878,9480
G4801830000502,Texas,502,41441,9480
G1700310250200,Illinois,250200,45859,9480
G1801090510402,Indiana,510402,68698,9480
G4100710030302,Oregon,30302,97837,9480
G4200450405000,Pennsylvania,405000,22390,9481
G5500790005900,Wisconsin,5900,36944,9481
G4400070012500,Rhode Island,12500,38125,9481
G0500830950400,Arkansas,950400,45625,9481
G4801130018600,Texas,18600,51007,9481
G3600590517902,New York,517902,105559,9481
G4000190892600,Oklahoma,892600,42118,9482
G3300190975700,New Hampshire,975700,50297,9482
G4803990950100,Texas,950100,50662,9482
G5300330007402,Washington,7402,51225,9482
G5100360600100,Virginia,600100,57500,9482
G2600750006500,Michigan,6500,59536,9482
G3600210002000,New York,2000,67917,9482
G0100630060100,Alabama,60100,22023,9483
G2405100200800,Maryland,200800,38750,9483
G1701130001303,Illinois,1303,40469,9483
G2900430020204,Missouri,20204,44018,9483
G3900490006923,Ohio,6923,49588,9483
G0600850503113,California,503113,58641,9483
G4802230950300,Texas,950300,62537,9483
G2600750006804,Michigan,6804,65994,9483
G4802010541001,Texas,541001,66676,9483
G2600770006601,Michigan,6601,67500,9483
G5100590451800,Virginia,451800,140764,9483
G4802010313400,Texas,313400,25496,9484
G1301230080300,Georgia,80300,43358,9484
G1200990007203,Florida,7203,44796,9484
G5300630004800,Washington,4800,52386,9484
G3400030003500,New Jersey,3500,56364,9484
G1200330000900,Florida,900,72765,9484
G0900130533102,Connecticut,533102,109505,9484
G0800350014203,Colorado,14203,124854,9484
G3701830054500,North Carolina,54500,47374,9485
G3400370372300,New Jersey,372300,81319,9485
G1200710000900,Florida,900,94034,9485
G1100010003900,District of Columbia,3900,97557,9485
G3601190007200,New York,7200,102567,9485
G0600730018614,California,18614,47585,9486
G3700990950900,North Carolina,950900,51058,9486
G1800050011300,Indiana,11300,63583,9486
G3700690060502,North Carolina,60502,65159,9486
G3901410956700,Ohio,956700,57850,9487
G4900110126406,Utah,126406,59828,9487
G0101030000300,Alabama,300,49146,9488
G1800310969500,Indiana,969500,49524,9488
G2900210001700,Missouri,1700,49657,9488
G1700310081000,Illinois,81000,51905,9488
G4701050060501,Tennessee,60501,58214,9488
G2500270730300,Massachusetts,730300,60313,9488
G2601630576200,Michigan,576200,64542,9488
G4801210020103,Texas,20103,64609,9488
G0400270011108,Arizona,11108,65037,9488
G4801130018135,Texas,18135,68103,9488
G2500210415200,Massachusetts,415200,81927,9488
G4100710030101,Oregon,30101,86528,9488
G4802010530200,Texas,530200,92902,9488
G3600050037100,New York,37100,26667,9489
G2801350950100,Mississippi,950100,37304,9489
G4700510960300,Tennessee,960300,47321,9489
G2500210422400,Massachusetts,422400,71903,9489
G1800630211000,Indiana,211000,74079,9489
G3600790011500,New York,11500,93287,9489
G3300150103100,New Hampshire,103100,107539,9489
G4200450405400,Pennsylvania,405400,30000,9490
G5400050958200,West Virginia,958200,41528,9490
G1700310814600,Illinois,814600,61078,9490
G3400370371100,New Jersey,371100,80078,9490
G4801130013618,Texas,13618,106250,9490
G0600130345202,California,345202,123787,9490
G1901870010200,Iowa,10200,59583,9491
G5000070002800,Vermont,2800,97574,9491
G3400170006000,New Jersey,6000,43075,9492
G2601630584400,Michigan,584400,48229,9492
G3700670003904,North Carolina,3904,51682,9492
G4200070601700,Pennsylvania,601700,66029,9492
G1301510070305,Georgia,70305,90709,9492
G4804990950302,Texas,950302,53564,9493
G1200570013903,Florida,13903,54583,9493
G2400030751102,Maryland,751102,59896,9493
G5300150002002,Washington,2002,57065,9494
G3400410031102,New Jersey,31102,106053,9494
G5100410101013,Virginia,101013,111875,9494
G4801130014603,Texas,14603,44167,9495
G5501010001202,Wisconsin,1202,45673,9495
G4201330024001,Pennsylvania,24001,65440,9495
G5107000032002,Virginia,32002,80076,9495
G1700310301600,Illinois,301600,32375,9496
G3701570041300,North Carolina,41300,34109,9496
G3900210010600,Ohio,10600,40426,9496
G4801130013625,Texas,13625,42976,9496
G1701730959200,Illinois,959200,46250,9496
G0100010020300,Alabama,20300,46806,9496
G1801430966900,Indiana,966900,56250,9496
G0800590009808,Colorado,9808,96968,9496
G2300190000500,Maine,500,29708,9497
G4500510060403,South Carolina,60403,34919,9497
G3901530507201,Ohio,507201,53224,9497
G2405100160801,Maryland,160801,40260,9498
G4200910203401,Pennsylvania,203401,52925,9498
G5500790011200,Wisconsin,11200,53864,9498
G2400050441102,Maryland,441102,57125,9498
G4802270950600,Texas,950600,60809,9498
G2400170850710,Maryland,850710,118438,9498
G2901450020700,Missouri,20700,41371,9499
G3700210002603,North Carolina,2603,42375,9499
G1800990020302,Indiana,20302,51579,9499
G3601050950500,New York,950500,51947,9499
G2800050950300,Mississippi,950300,29355,9500
G0900030415600,Connecticut,415600,39052,9500
G4700370015626,Tennessee,15626,41414,9500
G0600710004505,California,4505,57551,9500
G3600010014202,New York,14202,83429,9500
G1800890030600,Indiana,30600,31334,9501
G2001390010400,Kansas,10400,32232,9501
G2701230034400,Minnesota,34400,41250,9501
G3600810012000,New York,12000,46071,9501
G5300610051601,Washington,51601,61692,9501
G1701130001106,Illinois,1106,63963,9501
G0900030494202,Connecticut,494202,80250,9501
G3601030146605,New York,146605,102938,9501
G2601630577700,Michigan,577700,67143,9502
G0600370910209,California,910209,101719,9502
G0400130108100,Arizona,108100,104122,9502
G1201070950600,Florida,950600,28494,9503
G0500010480800,Arkansas,480800,48413,9503
G4802450010700,Texas,10700,61372,9503
G1200610050702,Florida,50702,68100,9503
G1800430071005,Indiana,71005,104594,9503
G4804370950300,Texas,950300,33301,9504
G3701290010200,North Carolina,10200,44417,9504
G5100150070500,Virginia,70500,58309,9504
G3700250041601,North Carolina,41601,59364,9504
G4803090002503,Texas,2503,72216,9504
G0600590001503,California,1503,81308,9504
G2700530027503,Minnesota,27503,124306,9504
G1701170956700,Illinois,956700,54803,9505
G2400330803900,Maryland,803900,67083,9505
G2400210752802,Maryland,752802,90234,9505
G5100590470700,Virginia,470700,161359,9505
G3000350940400,Montana,940400,36750,9506
G3900350183603,Ohio,183603,37083,9506
G0100130952800,Alabama,952800,41713,9506
G0800850966201,Colorado,966201,44545,9506
G4001090107214,Oklahoma,107214,51875,9506
G2800470003504,Mississippi,3504,56585,9506
G3701050030602,North Carolina,30602,65373,9506
G5500270961300,Wisconsin,961300,45625,9507
G3701790020902,North Carolina,20902,54891,9507
G3200070951402,Nevada,951402,109831,9507
G2200170020500,Louisiana,20500,33028,9508
G4200030488200,Pennsylvania,488200,45500,9508
G3900490001901,Ohio,1901,51705,9508
G1700310823703,Illinois,823703,53000,9508
G1901130010600,Iowa,10600,89236,9508
G2601630542700,Michigan,542700,22813,9509
G4001090107900,Oklahoma,107900,32014,9509
G1302610950500,Georgia,950500,37552,9509
G0400030001300,Arizona,1300,40871,9509
G1700110965200,Illinois,965200,44934,9509
G4200450403501,Pennsylvania,403501,57500,9509
G4900570210900,Utah,210900,75859,9509
G2900230950202,Missouri,950202,39417,9510
G0600370240020,California,240020,41161,9510
G3901070967600,Ohio,967600,49000,9510
G4700650011323,Tennessee,11323,71133,9510
G2500170300100,Massachusetts,300100,95833,9510
G3700670003201,North Carolina,3201,66111,9511
G0101010001700,Alabama,1700,38859,9512
G0600650044604,California,44604,56838,9512
G4700650010411,Tennessee,10411,67183,9512
G2601250158200,Michigan,158200,106656,9512
G1201050014802,Florida,14802,38480,9513
G0400190004323,Arizona,4323,79440,9513
G3901030408302,Ohio,408302,82000,9513
G4100050022105,Oregon,22105,84500,9513
G4100230960100,Oregon,960100,39028,9514
G1700310820901,Illinois,820901,46434,9514
G3900030010900,Ohio,10900,52303,9514
G2400330803602,Maryland,803602,61538,9514
G2500230542102,Massachusetts,542102,73393,9514
G2601250194600,Michigan,194600,78007,9514
G2200510023903,Louisiana,23903,86607,9514
G0600370570901,California,570901,97937,9514
G3400230000801,New Jersey,801,101818,9514
G5100590461802,Virginia,461802,115667,9514
G4700730050100,Tennessee,50100,35625,9515
G0600190008100,California,8100,45924,9515
G1302170100600,Georgia,100600,49855,9515
G2701090001502,Minnesota,1502,65245,9515
G3600810057700,New York,57700,65551,9515
G0600970150601,California,150601,85064,9515
G3900950010400,Ohio,10400,24722,9516
G4201210200500,Pennsylvania,200500,40395,9516
G0600370123601,California,123601,60592,9516
G4802510130500,Texas,130500,67010,9516
G3400390034900,New Jersey,34900,70104,9516
G4800850031627,Texas,31627,82974,9516
G2400030750801,Maryland,750801,94904,9516
G4803290000304,Texas,304,103558,9516
G4800390660802,Texas,660802,107143,9516
G1200970042500,Florida,42500,47475,9517
G3900350183501,Ohio,183501,68427,9517
G0600950250502,California,250502,71850,9517
G2700030050609,Minnesota,50609,72798,9517
G1700970864205,Illinois,864205,92070,9517
G4500510020300,South Carolina,20300,31706,9518
G2601610403600,Michigan,403600,48462,9518
G4801790950100,Texas,950100,50786,9518
G2400050401301,Maryland,401301,62963,9518
G3400230001002,New Jersey,1002,88125,9518
G1200990007721,Florida,7721,103772,9518
G0900010090200,Connecticut,90200,111813,9518
G4800390660900,Texas,660900,50992,9519
G3900610005701,Ohio,5701,52688,9519
G4100590950500,Oregon,950500,58040,9519
G2200170024504,Louisiana,24504,51265,9520
G1200150020103,Florida,20103,59313,9520
G4804770170500,Texas,170500,60673,9520
G2901890211700,Missouri,211700,67199,9520
G4801670722001,Texas,722001,73946,9520
G3400130008900,New Jersey,8900,24830,9521
G1100010009906,District of Columbia,9906,44357,9521
