GISJOIN,STATE,TRACTA,TOTAL,BLACK_AA_Count,BLACK_AA_Percentage
G4200110010500,Pennsylvania,10500,6395,98,1.53
G4200450408002,Pennsylvania,408002,3919,60,1.53
G4200790211500,Pennsylvania,211500,2688,41,1.53
G4200950016002,Pennsylvania,16002,4391,67,1.53
G4201030950900,Pennsylvania,950900,4191,64,1.53
G4200030526302,Pennsylvania,526302,5142,79,1.54
G4200710010300,Pennsylvania,10300,9337,144,1.54
G4201250795800,Pennsylvania,795800,4104,63,1.54
G4200110011602,Pennsylvania,11602,4116,64,1.55
G4200250020700,Pennsylvania,20700,5111,79,1.55
G4201250764000,Pennsylvania,764000,3224,50,1.55
G4201290802102,Pennsylvania,802102,5954,92,1.55
G4201010003902,Pennsylvania,3902,5650,88,1.56
G4200030429700,Pennsylvania,429700,2419,38,1.57
G4200210010801,Pennsylvania,10801,5227,82,1.57
G4200510262500,Pennsylvania,262500,2992,47,1.57
G4200710010801,Pennsylvania,10801,8645,136,1.57
G4201290806600,Pennsylvania,806600,3049,48,1.57
G4200030526301,Pennsylvania,526301,4231,67,1.58
G4200290302706,Pennsylvania,302706,4621,73,1.58
G4200410012800,Pennsylvania,12800,8100,128,1.58
G4200430024105,Pennsylvania,24105,5327,84,1.58
G4200490012300,Pennsylvania,12300,7852,124,1.58
G4200690102700,Pennsylvania,102700,2343,37,1.58
G4200710014102,Pennsylvania,14102,5513,87,1.58
G4201330020522,Pennsylvania,20522,4046,64,1.58
G4200650950100,Pennsylvania,950100,1948,31,1.59
G4200690101400,Pennsylvania,101400,3013,48,1.59
G4200690101900,Pennsylvania,101900,1449,23,1.59
G4200710011704,Pennsylvania,11704,4456,71,1.59
G4200950016201,Pennsylvania,16201,5541,88,1.59
G4201250714000,Pennsylvania,714000,2760,44,1.59
G4200490011102,Pennsylvania,11102,3312,53,1.6
G4200670070400,Pennsylvania,70400,4186,67,1.6
G4200750003200,Pennsylvania,3200,4758,76,1.6
G4200790210100,Pennsylvania,210100,3379,54,1.6
G4200910208000,Pennsylvania,208000,3872,62,1.6
G4201010001002,Pennsylvania,1002,3309,53,1.6
G4201010016000,Pennsylvania,16000,6231,100,1.6
G4201070001800,Pennsylvania,1800,1995,32,1.6
G4201290803301,Pennsylvania,803301,5696,91,1.6
G4200790212800,Pennsylvania,212800,3613,58,1.61
G4200110012500,Pennsylvania,12500,2094,34,1.62
G4200390111000,Pennsylvania,111000,2592,42,1.62
G4200710013000,Pennsylvania,13000,8193,133,1.62
G4201290802200,Pennsylvania,802200,3023,49,1.62
G4201290803501,Pennsylvania,803501,4496,73,1.62
G4200070602500,Pennsylvania,602500,1349,22,1.63
G4200170105808,Pennsylvania,105808,3365,55,1.63
G4200290301800,Pennsylvania,301800,5084,83,1.63
G4200410012900,Pennsylvania,12900,1228,20,1.63
G4200450410602,Pennsylvania,410602,4795,78,1.63
G4201250792100,Pennsylvania,792100,3498,57,1.63
G4201330022402,Pennsylvania,22402,8225,134,1.63
G4200430024502,Pennsylvania,24502,5898,97,1.64
G4200770005506,Pennsylvania,5506,3541,58,1.64
G4201090070701,Pennsylvania,70701,4027,66,1.64
G4201210200900,Pennsylvania,200900,2445,40,1.64
G4201330023810,Pennsylvania,23810,4621,76,1.64
G4200110011603,Pennsylvania,11603,6010,99,1.65
G4200350030200,Pennsylvania,30200,5401,89,1.65
G4200710011701,Pennsylvania,11701,4730,78,1.65
G4200030473200,Pennsylvania,473200,2955,49,1.66
G4200270011702,Pennsylvania,11702,5497,91,1.66
G4200710012900,Pennsylvania,12900,7177,119,1.66
G4200810011900,Pennsylvania,11900,6093,101,1.66
G4200910206703,Pennsylvania,206703,4087,68,1.66
G4201290800400,Pennsylvania,800400,1616,27,1.67
G4200170104701,Pennsylvania,104701,3449,58,1.68
G4200370051400,Pennsylvania,51400,2557,43,1.68
G4200790217300,Pennsylvania,217300,3273,55,1.68
G4200910208601,Pennsylvania,208601,6359,107,1.68
G4201070001000,Pennsylvania,1000,2731,46,1.68
G4200170102801,Pennsylvania,102801,3382,57,1.69
G4200790216400,Pennsylvania,216400,1837,31,1.69
G4200990030501,Pennsylvania,30501,5255,89,1.69
G4200050951300,Pennsylvania,951300,2711,46,1.7
G4200270011400,Pennsylvania,11400,7132,121,1.7
G4200410013101,Pennsylvania,13101,10205,173,1.7
G4200650951200,Pennsylvania,951200,3232,55,1.7
G4200950018002,Pennsylvania,18002,6780,115,1.7
G4201030950104,Pennsylvania,950104,2410,41,1.7
G4200030500300,Pennsylvania,500300,3747,64,1.71
G4200130100400,Pennsylvania,100400,1571,27,1.72
G4200170102002,Pennsylvania,102002,2673,46,1.72
G4200910201502,Pennsylvania,201502,1919,33,1.72
G4200770005601,Pennsylvania,5601,4864,84,1.73
G4201150032500,Pennsylvania,32500,4110,71,1.73
G4201330022920,Pennsylvania,22920,4393,76,1.73
G4200030476100,Pennsylvania,476100,4875,85,1.74
G4200690112000,Pennsylvania,112000,4137,72,1.74
G4200710012104,Pennsylvania,12104,5983,104,1.74
G4200790216502,Pennsylvania,216502,4072,71,1.74
G4201330021020,Pennsylvania,21020,6912,120,1.74
G4201090070500,Pennsylvania,70500,3658,64,1.75
G4200030412001,Pennsylvania,412001,8938,157,1.76
G4200030447000,Pennsylvania,447000,1589,28,1.76
G4200410010201,Pennsylvania,10201,5638,100,1.77
G4200990030601,Pennsylvania,30601,4691,83,1.77
G4200290300501,Pennsylvania,300501,4727,84,1.78
G4200750004000,Pennsylvania,4000,7714,137,1.78
G4201010000804,Pennsylvania,804,4727,84,1.78
G4201030950603,Pennsylvania,950603,1124,20,1.78
G4200030526201,Pennsylvania,526201,3855,69,1.79
G4200450409902,Pennsylvania,409902,5144,92,1.79
G4200850032000,Pennsylvania,32000,5363,96,1.79
G4200050951800,Pennsylvania,951800,2114,38,1.8
G4200190912001,Pennsylvania,912001,4885,88,1.8
G4200290300900,Pennsylvania,300900,2225,40,1.8
G4200790214600,Pennsylvania,214600,3881,70,1.8
G4200910208400,Pennsylvania,208400,3564,64,1.8
G4201190090600,Pennsylvania,90600,4885,88,1.8
G4200070603300,Pennsylvania,603300,3750,68,1.81
G4200910200106,Pennsylvania,200106,2098,38,1.81
G4200170105207,Pennsylvania,105207,5100,93,1.82
G4200410011102,Pennsylvania,11102,4448,81,1.82
G4200170106300,Pennsylvania,106300,7010,128,1.83
G4200450409000,Pennsylvania,409000,3654,67,1.83
G4200770009300,Pennsylvania,9300,3173,58,1.83
G4200030451104,Pennsylvania,451104,3580,66,1.84
G4200170106000,Pennsylvania,106000,4128,76,1.84
G4200450403902,Pennsylvania,403902,3688,68,1.84
G4200490010104,Pennsylvania,10104,2342,43,1.84
G4200910208500,Pennsylvania,208500,4885,90,1.84
G4201210200400,Pennsylvania,200400,2234,41,1.84
G4200370051200,Pennsylvania,51200,4745,88,1.85
G4200470950400,Pennsylvania,950400,3882,72,1.85
G4200910208302,Pennsylvania,208302,9913,183,1.85
G4201010036203,Pennsylvania,36203,5221,97,1.86
G4201190090502,Pennsylvania,90502,7271,135,1.86
G4201290802001,Pennsylvania,802001,2476,46,1.86
G4201330022000,Pennsylvania,22000,3499,65,1.86
G4200030140400,Pennsylvania,140400,2347,44,1.87
G4200710011502,Pennsylvania,11502,6270,117,1.87
G4200770006204,Pennsylvania,6204,3837,72,1.88
G4200290302804,Pennsylvania,302804,3973,75,1.89
G4200290302902,Pennsylvania,302902,6175,117,1.89
G4200110012200,Pennsylvania,12200,3218,61,1.9
G4200450409903,Pennsylvania,409903,4043,77,1.9
G4201310400300,Pennsylvania,400300,4748,90,1.9
G4200550011400,Pennsylvania,11400,5971,114,1.91
G4200830420800,Pennsylvania,420800,3920,75,1.91
G4201110020102,Pennsylvania,20102,5195,99,1.91
G4201210200200,Pennsylvania,200200,5820,111,1.91
G4200030473602,Pennsylvania,473602,4632,89,1.92
G4200030475301,Pennsylvania,475301,4847,93,1.92
G4200030494000,Pennsylvania,494000,1407,27,1.92
G4200030499400,Pennsylvania,499400,2706,52,1.92
G4200170100808,Pennsylvania,100808,5046,97,1.92
G4200910207202,Pennsylvania,207202,4418,85,1.92
G4200210000700,Pennsylvania,700,2792,54,1.93
G4200770006001,Pennsylvania,6001,4717,91,1.93
G4200250020106,Pennsylvania,20106,1648,32,1.94
G4200290300201,Pennsylvania,300201,5154,100,1.94
G4200410010400,Pennsylvania,10400,3763,73,1.94
G4200750004200,Pennsylvania,4200,4230,82,1.94
G4200430024700,Pennsylvania,24700,6308,123,1.95
G4200750002800,Pennsylvania,2800,8637,168,1.95
G4200030070300,Pennsylvania,70300,2192,43,1.96
G4200710010501,Pennsylvania,10501,4751,93,1.96
G4200710011801,Pennsylvania,11801,2958,58,1.96
G4200950016202,Pennsylvania,16202,4347,85,1.96
G4201330010210,Pennsylvania,10210,3057,60,1.96
G4200030191100,Pennsylvania,191100,2486,49,1.97
G4200290300109,Pennsylvania,300109,3556,70,1.97
G4200290301700,Pennsylvania,301700,1775,35,1.97
G4200710011504,Pennsylvania,11504,7706,152,1.97
G4201250762000,Pennsylvania,762000,2642,52,1.97
G4200410010500,Pennsylvania,10500,4143,82,1.98
G4200590970600,Pennsylvania,970600,4041,80,1.98
G4200750003700,Pennsylvania,3700,2935,58,1.98
G4201010035702,Pennsylvania,35702,4031,80,1.98
G4200070605300,Pennsylvania,605300,3011,60,1.99
G4200150951300,Pennsylvania,951300,4377,87,1.99
G4200710010202,Pennsylvania,10202,5865,117,1.99
G4200790217100,Pennsylvania,217100,3061,61,1.99
G4200030428200,Pennsylvania,428200,2100,42,2
G4200730010400,Pennsylvania,10400,3349,67,2
G4200110012002,Pennsylvania,12002,9124,183,2.01
G4201330021500,Pennsylvania,21500,3587,72,2.01
G4200050951500,Pennsylvania,951500,2818,57,2.02
G4200110011903,Pennsylvania,11903,5052,102,2.02
G4200190910100,Pennsylvania,910100,4266,86,2.02
G4200350030600,Pennsylvania,30600,2718,55,2.02
G4200490012400,Pennsylvania,12400,1538,31,2.02
G4200790216600,Pennsylvania,216600,9580,194,2.03
G4200290303501,Pennsylvania,303501,4314,88,2.04
G4200450410200,Pennsylvania,410200,3725,76,2.04
G4200750003300,Pennsylvania,3300,2351,48,2.04
G4201330020410,Pennsylvania,20410,5388,110,2.04
G4200030496102,Pennsylvania,496102,4381,90,2.05
G4200690111600,Pennsylvania,111600,2679,55,2.05
G4200910206906,Pennsylvania,206906,2876,59,2.05
G4201170950200,Pennsylvania,950200,3699,76,2.05
G4200030429100,Pennsylvania,429100,2667,55,2.06
G4201010001001,Pennsylvania,1001,2572,53,2.06
G4200010030700,Pennsylvania,30700,6796,141,2.07
G4200030449000,Pennsylvania,449000,2606,54,2.07
G4200510262000,Pennsylvania,262000,4436,92,2.07
G4200690111100,Pennsylvania,111100,7004,145,2.07
G4200150950500,Pennsylvania,950500,6067,126,2.08
G4200510261800,Pennsylvania,261800,3651,76,2.08
G4201290807700,Pennsylvania,807700,3316,69,2.08
G4200010030101,Pennsylvania,30101,2589,54,2.09
G4200030140200,Pennsylvania,140200,2486,52,2.09
G4200170105100,Pennsylvania,105100,3106,65,2.09
G4200790217800,Pennsylvania,217800,3406,72,2.11
G4201330023721,Pennsylvania,23721,6150,130,2.11
G4200710012301,Pennsylvania,12301,3309,70,2.12
G4200770005602,Pennsylvania,5602,4996,106,2.12
G4200950018200,Pennsylvania,18200,3543,75,2.12
G4201290804501,Pennsylvania,804501,4804,102,2.12
G4200130101900,Pennsylvania,101900,1504,32,2.13
G4201010035601,Pennsylvania,35601,5812,124,2.13
G4201290805600,Pennsylvania,805600,1829,39,2.13
G4200030170200,Pennsylvania,170200,3557,76,2.14
G4200170102500,Pennsylvania,102500,4249,91,2.14
G4200910207101,Pennsylvania,207101,6177,132,2.14
G4201290806400,Pennsylvania,806400,2339,50,2.14
G4200030070500,Pennsylvania,70500,3202,69,2.15
G4200290311100,Pennsylvania,311100,3631,78,2.15
G4200110012800,Pennsylvania,12800,3888,84,2.16
G4200170100407,Pennsylvania,100407,1014,22,2.17
G4200490011701,Pennsylvania,11701,2951,64,2.17
G4200910204702,Pennsylvania,204702,3276,71,2.17
G4200030070800,Pennsylvania,70800,1929,42,2.18
G4200030563800,Pennsylvania,563800,3716,81,2.18
G4200290302805,Pennsylvania,302805,7151,156,2.18
G4200950018300,Pennsylvania,18300,4776,104,2.18
G4200030414200,Pennsylvania,414200,5656,124,2.19
G4200030475101,Pennsylvania,475101,4568,100,2.19
G4200110001600,Pennsylvania,1600,2924,64,2.19
G4200110010600,Pennsylvania,10600,8458,185,2.19
G4200290302901,Pennsylvania,302901,4708,103,2.19
G4200430024900,Pennsylvania,24900,2324,51,2.19
G4200610950400,Pennsylvania,950400,7025,154,2.19
G4201010036301,Pennsylvania,36301,3615,79,2.19
G4201070003800,Pennsylvania,3800,1960,43,2.19
G4200710010701,Pennsylvania,10701,5730,126,2.2
G4200850032100,Pennsylvania,32100,3268,72,2.2
G4201010000803,Pennsylvania,803,3003,66,2.2
G4200770006905,Pennsylvania,6905,5301,117,2.21
G4200910200505,Pennsylvania,200505,7390,163,2.21
G4201010018001,Pennsylvania,18001,3027,67,2.21
G4201330010400,Pennsylvania,10400,3666,81,2.21
G4200710011803,Pennsylvania,11803,6701,149,2.22
G4200790217001,Pennsylvania,217001,1930,43,2.23
G4201250795700,Pennsylvania,795700,2280,51,2.24
G4200030191800,Pennsylvania,191800,5198,117,2.25
G4200850031200,Pennsylvania,31200,5464,123,2.25
G4200870960800,Pennsylvania,960800,3440,78,2.27
G4201290804300,Pennsylvania,804300,2157,49,2.27
G4201250715700,Pennsylvania,715700,1624,37,2.28
G4200910208702,Pennsylvania,208702,3237,74,2.29
G4200070602300,Pennsylvania,602300,2436,56,2.3
G4200170101607,Pennsylvania,101607,3256,75,2.3
G4200730011800,Pennsylvania,11800,2421,56,2.31
G4201250755100,Pennsylvania,755100,3854,89,2.31
G4200030488500,Pennsylvania,488500,2928,68,2.32
G4200110010700,Pennsylvania,10700,7361,171,2.32
G4201070003600,Pennsylvania,3600,2934,68,2.32
G4200030475304,Pennsylvania,475304,5663,132,2.33
G4200370050700,Pennsylvania,50700,4907,115,2.34
G4201290806100,Pennsylvania,806100,3419,80,2.34
G4200170105008,Pennsylvania,105008,3868,91,2.35
G4200270012800,Pennsylvania,12800,5907,140,2.37
G4200910200309,Pennsylvania,200309,2866,68,2.37
G4200910201705,Pennsylvania,201705,4390,104,2.37
G4200030429201,Pennsylvania,429201,4412,105,2.38
G4200490010904,Pennsylvania,10904,5094,121,2.38
G4200030080200,Pennsylvania,80200,1545,37,2.39
G4200030457200,Pennsylvania,457200,3559,85,2.39
G4200910205502,Pennsylvania,205502,3647,87,2.39
G4200030564200,Pennsylvania,564200,2169,52,2.4
G4200710013901,Pennsylvania,13901,4752,114,2.4
G4201250781700,Pennsylvania,781700,4246,102,2.4
G4200030470400,Pennsylvania,470400,2905,70,2.41
G4200170104800,Pennsylvania,104800,3031,73,2.41
G4200410011901,Pennsylvania,11901,5230,126,2.41
G4200710011000,Pennsylvania,11000,2615,63,2.41
G4200030469000,Pennsylvania,469000,4843,117,2.42
G4200410011902,Pennsylvania,11902,6248,151,2.42
G4200490011600,Pennsylvania,11600,4201,102,2.43
G4201290804400,Pennsylvania,804400,2143,52,2.43
G4200030401100,Pennsylvania,401100,4747,116,2.44
G4200070602602,Pennsylvania,602602,3488,85,2.44
G4200110014000,Pennsylvania,14000,5035,123,2.44
G4200270011100,Pennsylvania,11100,6282,153,2.44
G4200670070202,Pennsylvania,70202,6078,148,2.44
G4200710011600,Pennsylvania,11600,6240,152,2.44
G4200910206006,Pennsylvania,206006,2703,66,2.44
G4200290305000,Pennsylvania,305000,1798,44,2.45
G4200030190300,Pennsylvania,190300,1785,44,2.46
G4200170101808,Pennsylvania,101808,2669,66,2.47
G4200550012400,Pennsylvania,12400,2832,70,2.47
G4200850033000,Pennsylvania,33000,4984,123,2.47
G4200030408002,Pennsylvania,408002,6217,154,2.48
G4200690112901,Pennsylvania,112901,4160,103,2.48
G4200790210800,Pennsylvania,210800,3141,78,2.48
G4200790215100,Pennsylvania,215100,2737,68,2.48
G4200890301302,Pennsylvania,301302,2984,74,2.48
G4200210013700,Pennsylvania,13700,4946,123,2.49
G4200030452000,Pennsylvania,452000,5509,138,2.5
G4200730010300,Pennsylvania,10300,2348,59,2.51
G4200970082000,Pennsylvania,82000,3226,81,2.51
G4200970082200,Pennsylvania,82200,3664,92,2.51
G4200010031201,Pennsylvania,31201,3684,93,2.52
G4200170100809,Pennsylvania,100809,5310,134,2.52
G4200950017702,Pennsylvania,17702,2223,56,2.52
G4201010035301,Pennsylvania,35301,5722,144,2.52
G4201250751100,Pennsylvania,751100,4963,125,2.52
G4200170101802,Pennsylvania,101802,6318,160,2.53
G4200290307000,Pennsylvania,307000,5504,139,2.53
G4200030320700,Pennsylvania,320700,1494,38,2.54
G4200410012400,Pennsylvania,12400,7468,190,2.54
G4200450407801,Pennsylvania,407801,4364,111,2.54
G4201330021801,Pennsylvania,21801,4992,127,2.54
G4201330022600,Pennsylvania,22600,8579,218,2.54
G4200250020600,Pennsylvania,20600,5332,136,2.55
G4200450409904,Pennsylvania,409904,3572,91,2.55
G4200490001100,Pennsylvania,1100,2897,74,2.55
G4200710011902,Pennsylvania,11902,7450,190,2.55
G4200170102104,Pennsylvania,102104,5661,145,2.56
G4200170105506,Pennsylvania,105506,4016,103,2.56
G4200130101100,Pennsylvania,101100,1594,41,2.57
G4200790211800,Pennsylvania,211800,2064,53,2.57
G4201010035900,Pennsylvania,35900,5326,137,2.57
G4200290307200,Pennsylvania,307200,1359,35,2.58
G4200210010500,Pennsylvania,10500,3440,89,2.59
G4200270011201,Pennsylvania,11201,5947,154,2.59
G4200550010300,Pennsylvania,10300,9833,255,2.59
G4200690101000,Pennsylvania,101000,3436,89,2.59
G4200890301202,Pennsylvania,301202,4749,123,2.59
G4200910201501,Pennsylvania,201501,3623,94,2.59
G4201010013401,Pennsylvania,13401,2276,59,2.59
G4200030141300,Pennsylvania,141300,5309,138,2.6
G4200450407404,Pennsylvania,407404,2928,76,2.6
G4200790213300,Pennsylvania,213300,1570,41,2.61
G4200450407902,Pennsylvania,407902,2748,72,2.62
G4200750003902,Pennsylvania,3902,3850,101,2.62
G4200290302705,Pennsylvania,302705,3918,103,2.63
G4200390111100,Pennsylvania,111100,3042,80,2.63
G4200450403602,Pennsylvania,403602,1778,47,2.64
G4200070603500,Pennsylvania,603500,1616,43,2.66
G4200490000200,Pennsylvania,200,3802,101,2.66
G4200750000200,Pennsylvania,200,4807,128,2.66
G4201010015800,Pennsylvania,15800,6207,165,2.66
G4201290802700,Pennsylvania,802700,2031,54,2.66
G4200170105812,Pennsylvania,105812,1610,43,2.67
G4200030151600,Pennsylvania,151600,2690,72,2.68
G4201330010120,Pennsylvania,10120,4518,121,2.68
G4200250020300,Pennsylvania,20300,6213,167,2.69
G4200510262400,Pennsylvania,262400,3566,96,2.69
G4200030459102,Pennsylvania,459102,5994,162,2.7
G4200410011802,Pennsylvania,11802,7628,206,2.7
G4200510262800,Pennsylvania,262800,6820,184,2.7
G4200450409200,Pennsylvania,409200,4169,113,2.71
G4200490011001,Pennsylvania,11001,6612,179,2.71
G4200170103103,Pennsylvania,103103,4630,126,2.72
G4200910200200,Pennsylvania,200200,1362,37,2.72
G4200010030900,Pennsylvania,30900,7669,209,2.73
G4200290301000,Pennsylvania,301000,7313,200,2.73
G4200030435000,Pennsylvania,435000,2411,66,2.74
G4200030457100,Pennsylvania,457100,1532,42,2.74
G4200230960100,Pennsylvania,960100,2000,55,2.75
G4200290300101,Pennsylvania,300101,3056,84,2.75
G4200690111000,Pennsylvania,111000,2177,60,2.76
G4200950017502,Pennsylvania,17502,5509,152,2.76
G4201010021300,Pennsylvania,21300,3859,107,2.77
G4200430024104,Pennsylvania,24104,5967,166,2.78
G4201250745200,Pennsylvania,745200,5353,149,2.78
G4201290802500,Pennsylvania,802500,2227,62,2.78
G4200030429400,Pennsylvania,429400,4403,123,2.79
G4200510260600,Pennsylvania,260600,4224,118,2.79
G4200950015600,Pennsylvania,15600,3550,99,2.79
G4200450404103,Pennsylvania,404103,3497,98,2.8
G4200710010900,Pennsylvania,10900,8071,226,2.8
G4200270011800,Pennsylvania,11800,5446,153,2.81
G4200330330100,Pennsylvania,330100,5116,145,2.83
G4200790210600,Pennsylvania,210600,1059,30,2.83
G4201330020720,Pennsylvania,20720,10023,285,2.84
G4201330024001,Pennsylvania,24001,5568,158,2.84
G4200410011301,Pennsylvania,11301,4912,140,2.85
G4200450406904,Pennsylvania,406904,5642,161,2.85
G4200910206201,Pennsylvania,206201,2355,67,2.85
G4200450408700,Pennsylvania,408700,4814,138,2.87
G4201010035602,Pennsylvania,35602,3410,98,2.87
G4200030451101,Pennsylvania,451101,3686,106,2.88
G4200070603700,Pennsylvania,603700,4033,116,2.88
G4200190902200,Pennsylvania,902200,2011,58,2.88
G4200410011400,Pennsylvania,11400,4481,130,2.9
G4200770006307,Pennsylvania,6307,8597,249,2.9
G4200510262100,Pennsylvania,262100,2540,74,2.91
G4201250763700,Pennsylvania,763700,1650,48,2.91
G4201070000500,Pennsylvania,500,4036,118,2.92
G4200450407101,Pennsylvania,407101,4231,124,2.93
G4200770006701,Pennsylvania,6701,5056,148,2.93
G4201270961300,Pennsylvania,961300,2971,87,2.93
G4200030425000,Pennsylvania,425000,3399,100,2.94
G4200170100408,Pennsylvania,100408,6734,198,2.94
G4200410010203,Pennsylvania,10203,3712,109,2.94
G4200910203106,Pennsylvania,203106,2067,61,2.95
G4201110021100,Pennsylvania,21100,1829,54,2.95
G4200170105810,Pennsylvania,105810,2187,65,2.97
G4201330023000,Pennsylvania,23000,4808,143,2.97
G4200170102401,Pennsylvania,102401,3825,114,2.98
G4200510261500,Pennsylvania,261500,4088,122,2.98
G4200630962100,Pennsylvania,962100,3322,99,2.98
G4200910201005,Pennsylvania,201005,3381,101,2.99
G4200170102700,Pennsylvania,102700,5265,158,3
G4200290305101,Pennsylvania,305101,4288,129,3.01
G4201290808100,Pennsylvania,808100,4541,137,3.02
G4200430024300,Pennsylvania,24300,3792,115,3.03
G4201070002800,Pennsylvania,2800,2208,67,3.03
G4200070605500,Pennsylvania,605500,5064,154,3.04
G4200270011600,Pennsylvania,11600,4637,141,3.04
G4200290300502,Pennsylvania,300502,3656,111,3.04
G4200710014402,Pennsylvania,14402,4775,145,3.04
G4201210200500,Pennsylvania,200500,2466,75,3.04
G4201290807402,Pennsylvania,807402,7653,233,3.04
G4200030473601,Pennsylvania,473601,3801,116,3.05
G4200630961101,Pennsylvania,961101,4283,131,3.06
G4200790217400,Pennsylvania,217400,1734,53,3.06
G4200030430100,Pennsylvania,430100,2119,65,3.07
G4200390111400,Pennsylvania,111400,4698,144,3.07
G4201250774700,Pennsylvania,774700,5543,170,3.07
G4200290300108,Pennsylvania,300108,6233,192,3.08
G4200690102100,Pennsylvania,102100,2666,82,3.08
G4200010031501,Pennsylvania,31501,3432,106,3.09
G4200170104702,Pennsylvania,104702,2521,78,3.09
G4201250743700,Pennsylvania,743700,1326,41,3.09
G4200170105509,Pennsylvania,105509,4389,136,3.1
G4200910205805,Pennsylvania,205805,3392,105,3.1
G4201010033101,Pennsylvania,33101,4717,146,3.1
G4200810000600,Pennsylvania,600,2406,75,3.12
G4201010004202,Pennsylvania,4202,5447,170,3.12
G4200430023900,Pennsylvania,23900,3293,103,3.13
G4200910203000,Pennsylvania,203000,3136,98,3.13
G4200910204500,Pennsylvania,204500,4762,149,3.13
G4201210200700,Pennsylvania,200700,2015,63,3.13
G4201330021900,Pennsylvania,21900,6810,213,3.13
G4200170100102,Pennsylvania,100102,3030,95,3.14
G4200490010903,Pennsylvania,10903,6409,201,3.14
G4200770006305,Pennsylvania,6305,6972,219,3.14
G4200790214000,Pennsylvania,214000,1082,34,3.14
G4200910200105,Pennsylvania,200105,2797,88,3.15
G4200110013000,Pennsylvania,13000,6771,214,3.16
G4200190911200,Pennsylvania,911200,5483,173,3.16
G4200350030500,Pennsylvania,30500,4335,137,3.16
G4200770009100,Pennsylvania,9100,3536,112,3.17
G4200490011900,Pennsylvania,11900,6451,205,3.18
G4200890301002,Pennsylvania,301002,2041,65,3.18
G4200030411000,Pennsylvania,411000,8232,263,3.19
G4200450410400,Pennsylvania,410400,9112,291,3.19
G4201330020221,Pennsylvania,20221,4771,152,3.19
G4200030472100,Pennsylvania,472100,2403,77,3.2
G4200130101800,Pennsylvania,101800,2597,83,3.2
G4200290301500,Pennsylvania,301500,2627,84,3.2
G4200290311700,Pennsylvania,311700,10043,321,3.2
G4200350030700,Pennsylvania,30700,6822,218,3.2
G4200770006101,Pennsylvania,6101,3599,115,3.2
G4200910208603,Pennsylvania,208603,6633,212,3.2
G4200970081300,Pennsylvania,81300,2399,77,3.21
G4200390111500,Pennsylvania,111500,4981,161,3.23
G4200410011305,Pennsylvania,11305,5133,166,3.23
G4200910201003,Pennsylvania,201003,4885,158,3.23
G4200450408102,Pennsylvania,408102,3452,112,3.24
G4200170100900,Pennsylvania,100900,8096,264,3.26
G4200170103101,Pennsylvania,103101,2365,77,3.26
G4200290303802,Pennsylvania,303802,8662,282,3.26
G4200290303902,Pennsylvania,303902,5399,176,3.26
G4200730010800,Pennsylvania,10800,5950,194,3.26
G4200910210200,Pennsylvania,210200,2726,89,3.26
G4201330023822,Pennsylvania,23822,7278,237,3.26
G4200030426800,Pennsylvania,426800,5713,188,3.29
G4200290302703,Pennsylvania,302703,4261,140,3.29
G4200290311404,Pennsylvania,311404,3796,125,3.29
G4200330330700,Pennsylvania,330700,2097,69,3.29
G4200810011602,Pennsylvania,11602,6252,206,3.29
G4201290801701,Pennsylvania,801701,2372,78,3.29
G4200030151700,Pennsylvania,151700,5392,178,3.3
G4200850032200,Pennsylvania,32200,2449,81,3.31
G4201010033200,Pennsylvania,33200,2680,89,3.32
G4201070002000,Pennsylvania,2000,3511,117,3.33
G4200030448000,Pennsylvania,448000,1257,42,3.34
G4200910204600,Pennsylvania,204600,4563,153,3.35
G4200130010700,Pennsylvania,10700,6545,220,3.36
G4200110010302,Pennsylvania,10302,2999,101,3.37
G4200130101400,Pennsylvania,101400,3770,127,3.37
G4200070605600,Pennsylvania,605600,3288,111,3.38
G4200110012101,Pennsylvania,12101,2011,68,3.38
G4200910204200,Pennsylvania,204200,1301,44,3.38
G4201290805500,Pennsylvania,805500,3822,129,3.38
G4200110000700,Pennsylvania,700,3663,124,3.39
G4200290300700,Pennsylvania,300700,5289,180,3.4
G4201010021500,Pennsylvania,21500,3855,131,3.4
G4200030526101,Pennsylvania,526101,7247,247,3.41
G4200790218000,Pennsylvania,218000,4017,137,3.41
G4200910206501,Pennsylvania,206501,4401,150,3.41
G4200690101200,Pennsylvania,101200,2894,99,3.42
G4200950010700,Pennsylvania,10700,5235,179,3.42
G4201010021900,Pennsylvania,21900,1428,49,3.43
G4200270012400,Pennsylvania,12400,5318,183,3.44
G4200290303302,Pennsylvania,303302,5004,172,3.44
G4200910201411,Pennsylvania,201411,2725,94,3.45
G4200030563300,Pennsylvania,563300,1446,50,3.46
G4200410012600,Pennsylvania,12600,5935,206,3.47
G4200170105004,Pennsylvania,105004,5488,191,3.48
G4201010002300,Pennsylvania,2300,2930,102,3.48
G4200170105511,Pennsylvania,105511,4264,149,3.49
G4200290306501,Pennsylvania,306501,4301,150,3.49
G4200170100211,Pennsylvania,100211,6866,240,3.5
G4200170104201,Pennsylvania,104201,3060,107,3.5
G4200070604800,Pennsylvania,604800,4218,148,3.51
G4200910205808,Pennsylvania,205808,5183,183,3.53
G4200370051000,Pennsylvania,51000,2822,100,3.54
G4201010004001,Pennsylvania,4001,4035,143,3.54
